,all_businesses,food,nightlife,shopping,fitness,selfcare,auto,home,health,geoid,population_total,population_total_male,population_total_female,population_total_under_18,population_total_18_to_65,population_total_65_and_over,population_male_under_18,population_female_under_18,population_male_18_to_64,population_female_18_to_64,population_male_65_and_over,population_female_65_and_over,population_total_white,population_total_non_white,median_income,area_mi2,population_density,food_predicted,food_error,auto_predicted,auto_error,nightlife_predicted,nightlife_error,shopping_predicted,shopping_error,fitness_predicted,fitness_error,selfcare_predicted,selfcare_error,home_predicted,home_error,health_predicted,health_error,geographic_area_name
2490,2,2,0,0,0,0,0,0,0,42003416000,1567,768,799,158,932,477,88,70,449,483,231,246,1549,27,29392,2.2529489519999997,695.5328473999999,2.81,0.81,0.654,0.654,-0.14400000000000002,-0.14400000000000002,-0.131,-0.131,0.474,0.474,-0.581,-0.581,-0.904,-0.904,-0.838,-0.838,"Census Tract 4160, Allegheny County, Pennsylvania"
2491,3,3,0,0,0,0,0,0,0,42003417100,2063,954,1109,379,1307,377,196,183,600,707,158,219,1969,160,33049,0.424188048,4863.409074,3.758,0.758,-0.098,-0.098,-0.696,-0.696,0.13,0.13,0.228,0.228,0.4,0.4,-0.185,-0.185,-0.418,-0.418,"Census Tract 4171, Allegheny County, Pennsylvania"
2492,10,6,0,1,0,2,0,0,1,42003417200,1290,540,750,228,797,265,45,183,386,411,109,156,1283,7,24891,0.509440949,2532.187496,3.299,-2.701,1.055,1.055,2.378,2.378,0.7659999999999999,-0.23399999999999999,0.986,0.986,0.128,-1.8719999999999999,-0.835,-0.835,0.344,-0.6559999999999999,"Census Tract 4172, Allegheny County, Pennsylvania"
2493,8,3,1,2,0,0,1,1,0,42003418000,1715,814,901,245,992,478,129,116,487,505,198,280,1702,19,31939,0.46270251,3706.4851869999998,4.785,1.785,0.804,-0.196,-0.5539999999999999,-1.554,0.6859999999999999,-1.314,0.7829999999999999,0.7829999999999999,0.42100000000000004,0.42100000000000004,0.054000000000000006,-0.946,-1.042,-1.042,"Census Tract 4180, Allegheny County, Pennsylvania"
2494,51,27,11,8,5,5,6,3,2,42003419000,3043,1384,1659,383,1560,1100,206,177,686,874,492,608,2998,45,31034,5.880492246,517.4736862999999,18.037,-8.963,3.745,-2.255,14.944,3.944,13.542,5.542000000000001,4.513999999999999,-0.486,5.617000000000001,0.617,5.457000000000001,2.457,3.3480000000000003,1.348,"Census Tract 4190, Allegheny County, Pennsylvania"
2495,20,8,4,6,2,2,3,1,0,42003420000,1543,768,775,294,913,336,190,104,408,505,170,166,1123,495,24411,0.296521825,5203.6641899999995,8.703,0.703,2.364,-0.636,4.454,0.45399999999999996,4.664,-1.3359999999999999,1.643,-0.35700000000000004,1.8030000000000002,-0.19699999999999998,2.5780000000000003,1.578,0.295,0.295,"Census Tract 4200, Allegheny County, Pennsylvania"
2496,64,24,14,4,5,7,6,6,11,42003421100,4599,2261,2338,1019,2399,1181,484,535,1200,1199,577,604,3919,792,42411,3.3923055339999997,1355.715148,20.021,-3.9789999999999996,3.596,-2.404,11.22,-2.78,13.073,9.073,6.314,1.314,9.392999999999999,2.3930000000000002,6.072,0.07200000000000001,3.763,-7.237,"Census Tract 4211, Allegheny County, Pennsylvania"
2497,1,0,1,0,0,0,0,0,0,42003421200,4169,2162,2007,850,2367,952,524,326,1208,1159,430,522,3829,385,40620,3.570839172,1167.512677,6.018,6.018,0.14800000000000002,0.14800000000000002,-2.334,-3.3339999999999996,-1.444,-1.444,0.965,0.965,0.748,0.748,-0.897,-0.897,-1.416,-1.416,"Census Tract 4212, Allegheny County, Pennsylvania"
2498,5,2,2,0,1,2,1,0,1,42003422000,5331,2651,2680,1585,2775,971,805,780,1321,1454,525,446,4860,532,90034,7.866189779,677.7105753,4.254,2.254,-3.6,-4.6,-0.516,-2.516,1.178,1.178,2.266,1.266,4.184,2.184,2.359,2.359,0.8909999999999999,-0.109,"Census Tract 4220, Allegheny County, Pennsylvania"
2499,41,22,7,8,7,5,4,2,3,42003423000,2756,1155,1601,618,1728,410,263,355,755,973,137,273,2544,251,47027,0.350200835,7869.769918000001,16.285999999999998,-5.7139999999999995,2.675,-1.325,13.775,6.775,10.706,2.7060000000000004,3.0410000000000004,-3.9589999999999996,7.577999999999999,2.5780000000000003,7.682,5.682,5.353,2.353,"Census Tract 4230, Allegheny County, Pennsylvania"
2500,40,19,5,8,5,0,10,6,2,42003424000,3374,1678,1696,555,2402,417,339,216,1199,1203,140,277,3021,413,24551,0.539134135,6258.182852,14.807,-4.1930000000000005,5.919,-4.081,6.88,1.88,10.868,2.8680000000000003,3.2439999999999998,-1.756,5.024,5.024,9.52,3.52,0.946,-1.054,"Census Tract 4240, Allegheny County, Pennsylvania"
2501,35,13,5,6,3,3,6,5,1,42003425000,3388,1763,1625,640,2327,421,339,301,1208,1119,216,205,3091,348,26230,0.730392542,4638.60158,12.53,-0.47,4.502,-1.4980000000000002,5.178,0.17800000000000002,6.757999999999999,0.758,3.3,0.3,3.022,0.022000000000000002,5.6739999999999995,0.674,1.088,0.08800000000000001,"Census Tract 4250, Allegheny County, Pennsylvania"
2502,6,3,0,1,1,0,0,0,0,42003426300,6085,2945,3140,1152,3540,1393,499,653,1823,1717,623,770,5935,263,43424,2.0135196680000003,3022.0713,7.178999999999999,4.178999999999999,0.013000000000000001,0.013000000000000001,-1.2309999999999999,-1.2309999999999999,-0.35,-1.35,1.137,0.13699999999999998,0.9309999999999999,0.9309999999999999,0.46799999999999997,0.46799999999999997,0.055999999999999994,0.055999999999999994,"Census Tract 4263, Allegheny County, Pennsylvania"
2503,19,11,3,2,0,2,2,1,0,42003426400,4111,1985,2126,496,2786,829,272,224,1400,1386,313,516,3973,182,38893,1.352931307,3038.587383,11.693,0.693,0.08900000000000001,-1.911,1.091,-1.909,2.424,0.424,1.903,1.903,1.702,-0.298,1.012,0.012,0.7,0.7,"Census Tract 4264, Allegheny County, Pennsylvania"
2504,22,12,1,4,0,3,2,3,2,42003426700,2286,1116,1170,313,1417,556,163,150,720,697,233,323,2184,147,35485,1.44745761,1579.3208619999998,6.662999999999999,-5.337000000000001,1.749,-0.251,3.583,2.583,4.0,0.0,2.064,2.064,2.068,-0.932,1.212,-1.788,1.692,-0.308,"Census Tract 4267, Allegheny County, Pennsylvania"
2505,24,12,2,5,2,1,3,6,0,42003426800,5605,2716,2889,1141,3217,1247,581,560,1589,1628,546,701,5236,551,47309,1.999313811,2803.461852,9.674,-2.326,3.0789999999999997,0.079,2.362,0.36200000000000004,5.622000000000001,0.622,2.565,0.565,2.6910000000000003,1.6909999999999998,3.39,-2.61,1.6440000000000001,1.6440000000000001,"Census Tract 4268, Allegheny County, Pennsylvania"
2506,47,24,17,12,4,3,4,4,2,42003427000,3636,1886,1750,666,2384,586,375,291,1366,1018,145,441,3268,447,24500,0.617738357,5885.987099,27.354,3.3539999999999996,4.246,0.24600000000000002,11.888,-5.112,11.157,-0.843,3.193,-0.807,6.058,3.0580000000000003,2.8160000000000003,-1.1840000000000002,-0.698,-2.698,"Census Tract 4270, Allegheny County, Pennsylvania"
2507,2,0,0,1,0,0,2,0,0,42003427100,5464,2850,2614,974,3402,1088,508,466,1710,1692,632,456,5271,313,41845,2.413923051,2263.535285,6.832999999999999,6.832999999999999,-0.6679999999999999,-2.668,-4.338,-4.338,-2.427,-3.427,0.968,0.968,0.737,0.737,2.7489999999999997,2.7489999999999997,-1.6840000000000002,-1.6840000000000002,"Census Tract 4271, Allegheny County, Pennsylvania"
2508,10,5,3,2,1,1,1,2,0,42003427200,4773,2558,2215,795,2965,1013,522,273,1481,1484,555,458,4670,103,35602,1.8479181359999999,2582.906628,10.758,5.757999999999999,1.291,0.29100000000000004,-1.27,-4.27,0.631,-1.369,1.253,0.253,1.285,0.285,0.8270000000000001,-1.173,-1.695,-1.695,"Census Tract 4272, Allegheny County, Pennsylvania"
2509,1,1,1,0,0,0,0,0,0,42003428100,1207,553,654,152,825,230,40,112,409,416,104,126,1198,18,28430,0.35519815600000004,3398.1032299999997,3.903,2.903,0.46299999999999997,0.46299999999999997,-0.755,-1.755,-1.067,-1.067,0.28300000000000003,0.28300000000000003,0.205,0.205,-0.728,-0.728,-1.341,-1.341,"Census Tract 4281, Allegheny County, Pennsylvania"
2510,6,4,2,1,0,0,0,3,0,42003428200,2065,992,1073,349,1324,392,163,186,693,631,136,256,2033,32,34646,1.7078503109999998,1209.122361,6.626,2.6260000000000003,1.7519999999999998,1.7519999999999998,-0.147,-2.147,0.622,-0.37799999999999995,0.9570000000000001,0.9570000000000001,0.396,0.396,-1.149,-4.149,-1.412,-1.412,"Census Tract 4282, Allegheny County, Pennsylvania"
2511,38,10,2,10,3,0,6,13,2,42003429100,2661,1200,1461,517,1682,462,260,257,795,887,145,317,2379,292,37404,2.256142403,1179.446827,10.222000000000001,0.222,8.225,2.225,0.634,-1.3659999999999999,8.006,-1.994,4.141,1.141,3.627,3.627,6.082000000000001,-6.917999999999999,0.807,-1.193,"Census Tract 4291, Allegheny County, Pennsylvania"
2512,138,40,9,80,5,16,11,17,5,42003429201,4481,2145,2336,814,2577,1090,497,317,1275,1302,373,717,3901,676,41233,1.8108469230000002,2474.532741,38.338,-1.662,19.842,8.842,24.459,15.459000000000001,24.331,-55.669,9.714,4.7139999999999995,13.492,-2.508,15.209000000000001,-1.791,8.602,3.602,"Census Tract 4292.01, Allegheny County, Pennsylvania"
2513,52,19,8,11,3,7,12,12,2,42003429202,4437,2180,2257,904,2613,920,460,444,1305,1308,415,505,4178,303,37900,1.6792996009999999,2642.172962,17.588,-1.412,7.495,-4.505,5.626,-2.374,14.453,3.4530000000000003,5.211,2.211,5.392,-1.608,9.822000000000001,-2.178,3.86,1.86,"Census Tract 4292.02, Allegheny County, Pennsylvania"
2514,28,6,2,8,1,4,5,7,2,42003429300,5580,2625,2955,897,3170,1513,381,516,1630,1540,614,899,5206,387,35662,3.2237885439999996,1730.882756,12.258,6.257999999999999,4.598,-0.402,-2.8369999999999997,-4.837,4.835,-3.165,3.218,2.218,2.476,-1.524,3.4,-3.6,2.688,0.688,"Census Tract 4293, Allegheny County, Pennsylvania"
2515,58,24,6,14,5,7,10,4,2,42003429400,4246,1979,2267,909,2561,776,443,466,1247,1314,289,487,4003,329,41396,1.3738908630000002,3090.4929309999998,17.125999999999998,-6.874,4.691,-5.309,12.148,6.148,14.154000000000002,0.154,4.68,-0.32,6.371,-0.629,9.913,5.912999999999999,5.297999999999999,3.298,"Census Tract 4294, Allegheny County, Pennsylvania"
2516,147,47,19,52,10,24,19,23,11,42003429500,3887,1828,2059,390,2481,1016,270,120,1174,1307,384,632,3209,765,42460,1.589953631,2444.725383,45.12,-1.88,19.969,0.9690000000000001,25.991999999999997,6.992000000000001,33.775999999999996,-18.224,12.898,2.898,17.582,-6.417999999999999,20.951999999999998,-2.048,15.874,4.874,"Census Tract 4295, Allegheny County, Pennsylvania"
2517,5,0,0,1,2,1,2,0,0,42003429600,3160,1544,1616,538,2118,504,286,252,1058,1060,200,304,2961,235,43433,1.330289505,2375.422785,6.712999999999999,6.712999999999999,0.28600000000000003,-1.714,-2.516,-2.516,0.127,-0.873,0.9570000000000001,-1.043,1.406,0.406,2.7560000000000002,2.7560000000000002,0.8240000000000001,0.8240000000000001,"Census Tract 4296, Allegheny County, Pennsylvania"
2518,3,2,0,0,0,0,0,1,0,42003429700,2276,1059,1217,353,1436,487,198,155,666,770,195,292,2191,108,31099,1.21064687,1879.986688,4.362,2.362,0.792,0.792,-2.001,-2.001,-0.402,-0.402,0.738,0.738,-0.152,-0.152,-0.83,-1.83,-0.784,-0.784,"Census Tract 4297, Allegheny County, Pennsylvania"
2519,7,2,0,0,1,0,0,3,1,42003430100,2095,1001,1094,389,1461,245,230,159,665,796,106,139,1891,247,35143,0.330020434,6348.091769,4.882,2.8819999999999997,1.5019999999999998,1.5019999999999998,-1.744,-1.744,0.115,0.115,0.521,-0.479,1.255,1.255,0.6809999999999999,-2.319,-0.317,-1.317,"Census Tract 4301, Allegheny County, Pennsylvania"
2520,49,26,8,9,6,5,4,2,1,42003430200,4545,2180,2365,914,2929,702,600,314,1339,1590,241,461,4491,70,35980,0.679681885,6686.951797,19.311,-6.689,3.9130000000000003,-0.087,13.492,5.492000000000001,12.132,3.1319999999999997,3.708,-2.292,6.175,1.175,5.314,3.3139999999999996,3.9760000000000004,2.9760000000000004,"Census Tract 4302, Allegheny County, Pennsylvania"
2521,11,8,2,2,0,0,3,0,0,42003431100,3167,1539,1628,421,2389,357,207,214,1171,1218,161,196,2801,424,33505,0.35682132899999996,8875.590502,9.954,1.954,-0.36200000000000004,-3.362,0.086,-1.9140000000000001,1.396,-0.604,0.59,0.59,1.953,1.953,2.543,2.543,-0.812,-0.812,"Census Tract 4311, Allegheny County, Pennsylvania"
2522,2,1,1,0,0,1,0,0,0,42003431400,1903,931,972,265,1385,253,174,91,630,755,127,126,1600,340,31926,0.265577667,7165.51215,5.809,4.809,0.013999999999999999,0.013999999999999999,-1.6740000000000002,-2.674,-1.014,-1.014,0.1,0.1,0.934,-0.066,-0.075,-0.075,-0.7490000000000001,-0.7490000000000001,"Census Tract 4314, Allegheny County, Pennsylvania"
2523,63,34,6,10,2,5,6,3,3,42003431500,3126,1486,1640,286,2229,611,143,143,1179,1050,164,447,2846,335,27380,0.386511813,8087.721759999999,17.642,-16.358,2.8139999999999996,-3.1860000000000004,15.485,9.485,12.675999999999998,2.676,4.422,2.4219999999999997,5.806,0.8059999999999999,5.074,2.074,3.8760000000000003,0.8759999999999999,"Census Tract 4315, Allegheny County, Pennsylvania"
2524,5,3,1,0,0,0,2,0,0,42003432300,2105,956,1149,261,1276,568,146,115,602,674,208,360,1687,537,27100,0.342215084,6151.10232,5.092,2.092,0.292,-1.7080000000000002,-1.1740000000000002,-2.174,0.54,0.54,0.39899999999999997,0.39899999999999997,0.29,0.29,0.738,0.738,-0.40299999999999997,-0.40299999999999997,"Census Tract 4323, Allegheny County, Pennsylvania"
2525,19,8,2,6,0,0,3,2,2,42003432400,2521,1224,1297,429,1740,352,197,232,894,846,133,219,2256,335,34476,0.27446766899999997,9185.052677,9.054,1.054,1.024,-1.976,0.902,-1.0979999999999999,1.619,-4.381,1.383,1.383,2.912,2.912,2.955,0.955,-0.755,-2.755,"Census Tract 4324, Allegheny County, Pennsylvania"
2526,3,1,2,0,0,1,0,1,0,42003434000,1865,860,1005,464,1165,236,226,238,532,633,102,134,1763,140,45441,0.37894035,4921.618935,4.877,3.877,-0.498,-0.498,-1.147,-3.147,-0.059000000000000004,-0.059000000000000004,0.747,0.747,1.4909999999999999,0.491,-0.21600000000000003,-1.216,-0.522,-0.522,"Census Tract 4340, Allegheny County, Pennsylvania"
2527,15,4,1,4,2,2,6,1,0,42003435000,2541,1295,1246,461,1713,367,240,221,946,767,109,258,2291,344,34551,0.5686400620000001,4468.556068,7.657,3.657,1.8969999999999998,-4.103,0.353,-0.647,3.3819999999999997,-0.618,1.805,-0.195,2.026,0.026000000000000002,5.355,4.355,1.361,1.361,"Census Tract 4350, Allegheny County, Pennsylvania"
2528,33,12,3,13,5,3,7,4,1,42003437000,6308,3354,2954,1633,3758,917,1075,558,1770,1988,509,408,5538,903,56159,6.856650395,919.9827374,13.519,1.5190000000000001,3.972,-3.028,4.23,1.23,8.8,-4.2,3.636,-1.364,5.53,2.53,9.211,5.211,1.4080000000000001,0.408,"Census Tract 4370, Allegheny County, Pennsylvania"
2529,79,37,14,20,5,13,8,8,4,42003445500,3838,1777,2061,943,2209,686,447,496,1065,1144,265,421,3141,753,42188,0.9993794909999999,3840.3829909999995,25.406,-11.594000000000001,6.62,-1.38,21.04,7.04,20.142,0.142,6.327999999999999,1.328,9.111,-3.889,8.093,0.09300000000000001,7.886,3.886,"Census Tract 4455, Allegheny County, Pennsylvania"
2530,8,2,1,2,1,1,2,0,0,42003446000,1596,754,842,465,843,288,225,240,376,467,153,135,1551,55,73571,1.496330421,1066.609338,3.326,1.3259999999999998,-2.385,-4.385,0.531,-0.469,1.568,-0.43200000000000005,1.6130000000000002,0.613,3.073,2.073,3.4730000000000003,3.4730000000000003,0.44799999999999995,0.44799999999999995,"Census Tract 4460, Allegheny County, Pennsylvania"
2531,13,6,2,1,3,2,3,2,0,42003448000,1237,615,622,291,689,257,159,132,357,332,99,158,1063,283,27446,1.0003242829999999,1236.598992,5.183,-0.8170000000000001,2.827,-0.17300000000000001,3.8280000000000003,1.828,4.3469999999999995,3.347,1.6740000000000002,-1.3259999999999998,1.072,-0.9279999999999999,3.034,1.034,1.639,1.639,"Census Tract 4480, Allegheny County, Pennsylvania"
2532,1,1,1,0,0,0,0,0,0,42003449000,2593,1264,1329,592,1526,475,315,277,743,783,206,269,2448,224,34012,2.097607313,1236.170366,4.2860000000000005,3.286,0.12300000000000001,0.12300000000000001,-1.745,-2.745,-0.415,-0.415,0.644,0.644,0.11800000000000001,0.11800000000000001,-0.889,-0.889,-1.081,-1.081,"Census Tract 4490, Allegheny County, Pennsylvania"
2533,17,8,2,6,2,0,2,2,1,42003450700,2920,1458,1462,525,1794,601,312,213,878,916,268,333,2363,696,27440,0.801175493,3644.6446840000003,8.635,0.635,2.445,0.445,1.891,-0.109,3.017,-2.983,1.55,-0.45,1.804,1.804,2.609,0.609,-0.23800000000000002,-1.238,"Census Tract 4507, Allegheny County, Pennsylvania"
2534,39,20,3,12,5,3,4,3,3,42003450800,2667,1293,1374,560,1535,572,173,387,801,734,319,253,1835,1002,23448,0.52817617,5049.451589,10.195,-9.805,4.937,0.937,13.380999999999998,10.380999999999998,8.273,-3.727,2.569,-2.431,4.581,1.581,6.85,3.85,2.8360000000000003,-0.16399999999999998,"Census Tract 4508, Allegheny County, Pennsylvania"
2535,41,17,4,9,1,4,15,2,1,42003451101,3689,1905,1784,754,2370,565,438,316,1192,1178,275,290,3385,327,43549,2.8406844689999997,1298.6306789999999,11.148,-5.852,1.405,-13.595,5.681,1.681,8.926,-0.07400000000000001,4.276,3.2760000000000002,4.837,0.8370000000000001,12.802999999999999,10.802999999999999,2.54,1.54,"Census Tract 4511.01, Allegheny County, Pennsylvania"
2536,17,10,0,3,0,1,2,3,1,42003451102,5628,2915,2713,746,4143,739,370,376,2193,1950,352,387,4885,889,24874,2.30254223,2444.254844,12.207,2.207,2.116,0.11599999999999999,-1.234,-1.234,-0.564,-3.5639999999999996,1.493,1.493,0.6779999999999999,-0.322,1.975,-1.025,-0.42700000000000005,-1.4269999999999998,"Census Tract 4511.02, Allegheny County, Pennsylvania"
2537,1,1,1,0,1,0,0,0,0,42003451104,3803,1936,1867,991,2434,378,552,439,1169,1265,215,163,3624,256,51810,2.96463137,1282.7901769999999,5.646,4.646,-0.945,-0.945,-2.114,-3.114,-0.7240000000000001,-0.7240000000000001,1.022,0.022000000000000002,1.4709999999999999,1.4709999999999999,0.855,0.855,-1.2,-1.2,"Census Tract 4511.04, Allegheny County, Pennsylvania"
2538,66,35,12,6,2,8,7,3,6,42003451105,4870,2618,2252,1015,3351,504,579,436,1830,1521,209,295,3773,1320,35561,3.71072437,1312.412218,22.767,-12.232999999999999,2.0469999999999997,-4.953,14.853,2.853,11.14,5.14,5.321000000000001,3.321,7.037000000000001,-0.963,5.497000000000001,2.497,4.94,-1.06,"Census Tract 4511.05, Allegheny County, Pennsylvania"
2539,22,4,2,3,4,2,2,5,2,42003451300,7474,3528,3946,1720,4435,1319,608,1112,2337,2098,583,736,6519,1205,41863,12.0297753,621.2917376,11.130999999999998,7.131,3.417,1.4169999999999998,-0.9229999999999999,-2.923,0.985,-2.015,3.198,-0.802,2.8569999999999998,0.857,3.82,-1.18,2.637,0.637,"Census Tract 4513, Allegheny County, Pennsylvania"
2540,90,42,18,7,17,4,11,0,1,42003452000,5619,2656,2963,1337,3481,801,602,735,1756,1725,298,503,5223,525,40012,32.37268645,173.5722492,29.857,-12.142999999999999,4.449,-6.551,25.906,7.906000000000001,22.756999999999998,15.757,8.857000000000001,-8.142999999999999,8.757,4.757,16.799,16.799,7.1579999999999995,6.1579999999999995,"Census Tract 4520, Allegheny County, Pennsylvania"
2541,21,7,4,2,2,6,1,1,0,42003453003,1884,845,1039,369,1113,402,125,244,518,595,202,200,1837,53,34047,6.009432606,313.5071351,8.198,1.198,1.564,0.564,4.667,0.667,3.785,1.785,2.784,0.784,1.6030000000000002,-4.397,0.7070000000000001,-0.293,2.8080000000000003,2.8080000000000003,"Census Tract 4530.03, Allegheny County, Pennsylvania"
2542,83,36,17,24,8,11,5,16,4,42003453004,6728,3267,3461,1149,4888,691,719,430,2289,2599,259,432,5905,1092,42860,2.863786892,2349.336824,38.152,2.1519999999999997,11.549000000000001,6.5489999999999995,15.790999999999999,-1.209,18.592,-5.4079999999999995,8.184,0.184,10.425999999999998,-0.574,8.645,-7.355,7.777,3.7769999999999997,"Census Tract 4530.04, Allegheny County, Pennsylvania"
2543,8,5,2,1,0,1,0,1,0,42003455000,1548,800,748,277,953,318,164,113,493,460,143,175,1503,62,33083,0.469230339,3299.019416,5.396,0.396,0.544,0.544,1.287,-0.713,0.983,-0.017,0.966,0.966,0.637,-0.363,-0.703,-1.703,-0.75,-0.75,"Census Tract 4550, Allegheny County, Pennsylvania"
2544,10,6,1,0,1,2,1,1,0,42003456001,3793,1925,1868,1004,2439,350,455,549,1269,1170,201,149,3648,150,49077,5.613807238,675.655547,5.76,-0.24,-0.141,-1.141,1.489,0.489,0.7190000000000001,0.7190000000000001,1.765,0.765,1.662,-0.33799999999999997,1.416,0.41600000000000004,0.22899999999999998,0.22899999999999998,"Census Tract 4560.01, Allegheny County, Pennsylvania"
2545,19,10,4,1,4,0,0,2,0,42003456003,7016,3205,3811,2060,4001,955,989,1071,1874,2127,342,613,6001,1017,48977,12.2517879,572.6511147000001,11.209000000000001,1.209,1.6869999999999998,1.6869999999999998,2.386,-1.614,4.471,3.471,1.785,-2.215,3.0439999999999996,3.0439999999999996,0.581,-1.419,-0.46,-0.46,"Census Tract 4560.03, Allegheny County, Pennsylvania"
2546,24,14,4,4,3,1,5,0,1,42003456004,4694,2206,2488,891,2498,1305,552,339,1209,1289,445,860,4377,379,38174,2.515890314,1865.7411149999998,11.819,-2.181,1.23,-3.77,3.948,-0.052000000000000005,8.048,4.048,2.406,-0.594,3.3760000000000003,2.376,3.635,3.635,1.6380000000000001,0.638,"Census Tract 4560.04, Allegheny County, Pennsylvania"
2547,39,12,5,6,2,8,5,2,4,42003457100,1473,698,775,247,928,298,98,149,493,435,107,191,1425,72,30136,0.363603214,4051.119311,10.972000000000001,-1.028,2.616,-2.384,6.377999999999999,1.3780000000000001,7.379,1.379,3.005,1.005,3.821,-4.178999999999999,3.9819999999999998,1.982,4.503,0.503,"Census Tract 4571, Allegheny County, Pennsylvania"
2548,16,8,4,2,2,4,1,2,1,42003457200,3593,1757,1836,593,2189,811,382,211,1055,1134,320,491,3412,212,29115,0.732377493,4905.939946,11.769,3.7689999999999997,2.2030000000000003,1.203,1.6059999999999999,-2.394,4.155,2.155,1.4069999999999998,-0.593,2.0140000000000002,-1.986,0.616,-1.3840000000000001,2.133,1.133,"Census Tract 4572, Allegheny County, Pennsylvania"
2549,115,48,15,28,10,13,11,17,4,42003458000,8027,3812,4215,1441,4790,1796,736,705,2340,2450,736,1060,7650,488,43805,13.57472486,591.3195354,35.86,-12.14,13.443,2.443,24.162,9.162,26.605999999999998,-1.3940000000000001,9.933,-0.067,11.737,-1.263,13.925,-3.075,11.082,7.082000000000001,"Census Tract 4580, Allegheny County, Pennsylvania"
2550,2,0,0,0,1,0,1,0,0,42003459101,1793,884,909,459,988,346,213,246,506,482,165,181,1553,303,30405,2.403583235,745.9695899000001,1.726,1.726,0.675,-0.325,-0.575,-0.575,-0.04,-0.04,0.848,-0.152,-0.24,-0.24,0.789,0.789,-0.84,-0.84,"Census Tract 4591.01, Allegheny County, Pennsylvania"
2551,12,3,1,0,1,3,2,3,2,42003459102,5882,2839,3043,907,3820,1155,517,390,1778,2042,544,611,5551,335,43977,3.6823798389999998,1597.336575,11.283,8.283,0.927,-1.073,-5.563,-6.563,0.85,0.85,1.989,0.9890000000000001,2.201,-0.799,1.879,-1.121,1.4280000000000002,-0.5720000000000001,"Census Tract 4591.02, Allegheny County, Pennsylvania"
2552,310,110,41,87,22,48,38,40,19,42003459201,5975,3193,2782,846,4147,982,513,333,2179,1968,501,481,5584,430,45673,9.143914177000001,653.4400787999999,87.133,-22.866999999999997,34.7,-3.3,64.627,23.627,76.913,-10.087,26.326999999999998,4.327,33.905,-14.095,43.43600000000001,3.4360000000000004,34.589,15.589,"Census Tract 4592.01, Allegheny County, Pennsylvania"
2553,2,1,1,1,0,0,0,1,0,42003459202,747,322,425,92,550,105,52,40,245,305,25,80,645,132,45673,0.075515791,9891.970848,4.423,3.423,-0.765,-0.765,-0.784,-1.784,-0.436,-1.436,0.045,0.045,2.029,2.029,0.745,-0.255,-0.7190000000000001,-0.7190000000000001,"Census Tract 4592.02, Allegheny County, Pennsylvania"
2554,3,1,1,1,0,1,0,0,0,42003460001,4566,2143,2423,925,2659,982,439,486,1302,1357,402,580,4467,150,39149,2.572831116,1774.698686,6.926,5.926,-0.14,-0.14,-3.4730000000000003,-4.473,-0.9540000000000001,-1.954,0.956,0.956,0.528,-0.47200000000000003,-0.993,-0.993,-0.32899999999999996,-0.32899999999999996,"Census Tract 4600.01, Allegheny County, Pennsylvania"
2555,39,17,5,6,2,4,2,8,4,42003460002,3539,1660,1879,687,2086,766,369,318,992,1094,299,467,3142,428,35530,2.90984579,1216.2156539999999,12.482999999999999,-4.5169999999999995,5.021,3.0210000000000004,5.5329999999999995,0.5329999999999999,7.882000000000001,1.882,3.7439999999999998,1.744,3.966,-0.034,1.4609999999999999,-6.539,2.5869999999999997,-1.413,"Census Tract 4600.02, Allegheny County, Pennsylvania"
2556,9,3,2,3,3,1,0,2,0,42003461000,1035,470,565,137,667,231,78,59,307,360,85,146,891,181,28466,1.531042936,676.0097812000001,6.349,3.3489999999999998,3.1839999999999997,3.1839999999999997,2.285,0.285,1.28,-1.72,1.2819999999999998,-1.7180000000000002,1.012,0.012,1.091,-0.909,0.6890000000000001,0.6890000000000001,"Census Tract 4610, Allegheny County, Pennsylvania"
2557,5,2,3,0,1,0,0,1,0,42003462100,2898,1524,1374,660,1627,611,344,316,900,727,280,331,2009,1109,20638,1.562992503,1854.135573,6.419,4.419,1.8330000000000002,1.8330000000000002,-0.28600000000000003,-3.286,-0.187,-0.187,0.777,-0.223,-0.305,-0.305,-0.8270000000000001,-1.827,-1.304,-1.304,"Census Tract 4621, Allegheny County, Pennsylvania"
2558,13,8,2,2,0,0,0,1,0,42003462600,3362,1633,1729,712,2204,446,426,286,1024,1180,183,263,2377,1236,22722,0.41934323799999995,8017.298712000001,7.506,-0.494,1.101,1.101,1.374,-0.626,1.321,-0.679,0.298,0.298,0.6859999999999999,0.6859999999999999,-0.361,-1.361,-0.833,-0.833,"Census Tract 4626, Allegheny County, Pennsylvania"
2559,2,0,0,1,0,0,0,1,0,42003463900,2689,1400,1289,525,1822,342,282,243,979,843,139,203,1890,913,27723,0.389505649,6903.622595000001,5.255,5.255,1.045,1.045,-2.565,-2.565,-1.848,-2.8480000000000003,0.11800000000000001,0.11800000000000001,0.23600000000000002,0.23600000000000002,-0.161,-1.161,-0.9179999999999999,-0.9179999999999999,"Census Tract 4639, Allegheny County, Pennsylvania"
2560,8,1,1,0,1,2,2,2,1,42003464300,3271,1629,1642,571,2197,503,317,254,1136,1061,176,327,2768,518,30253,0.43310160200000003,7552.500347,6.709,5.709,1.7930000000000001,-0.207,-0.47100000000000003,-1.4709999999999999,1.176,1.176,0.787,-0.213,0.975,-1.025,1.328,-0.672,1.264,0.264,"Census Tract 4643, Allegheny County, Pennsylvania"
