,all_businesses,food,nightlife,shopping,fitness,selfcare,auto,home,health,geoid,population_total,population_total_male,population_total_female,population_total_under_18,population_total_18_to_65,population_total_65_and_over,population_male_under_18,population_female_under_18,population_male_18_to_64,population_female_18_to_64,population_male_65_and_over,population_female_65_and_over,population_total_white,population_total_non_white,median_income,area_mi2,population_density,food_predicted,food_error,auto_predicted,auto_error,nightlife_predicted,nightlife_error,shopping_predicted,shopping_error,fitness_predicted,fitness_error,selfcare_predicted,selfcare_error,home_predicted,home_error,health_predicted,health_error,geographic_area_name
2632,15,5,2,2,4,0,1,2,1,42003490003,3907,1930,1977,736,2399,772,386,350,1252,1147,292,480,3636,372,37828,3.013963257,1296.2998109999999,9.613,4.613,2.555,1.555,0.878,-1.122,1.9069999999999998,-0.09300000000000001,2.128,-1.8719999999999999,2.275,2.275,2.595,0.595,0.8490000000000001,-0.151,"Census Tract 4900.03, Allegheny County, Pennsylvania"
2633,1,1,0,0,0,0,0,0,0,42003490004,4788,2377,2411,1006,2982,800,521,485,1470,1512,386,414,4526,298,41850,3.104628538,1542.2134859999999,5.652,4.652,-0.47,-0.47,-3.4410000000000003,-3.4410000000000003,-2.144,-2.144,0.8540000000000001,0.8540000000000001,0.451,0.451,-0.242,-0.242,-1.672,-1.672,"Census Tract 4900.04, Allegheny County, Pennsylvania"
2634,8,4,0,1,0,0,0,4,0,42003491101,6788,3284,3504,1685,3989,1114,828,857,1982,2007,474,640,6357,453,42468,6.425582007,1056.402361,7.145,3.145,1.568,1.568,-4.102,-4.102,0.447,-0.5529999999999999,1.578,1.578,0.547,0.547,-0.9620000000000001,-4.962,-1.157,-1.157,"Census Tract 4911.01, Allegheny County, Pennsylvania"
2635,8,3,0,2,1,0,1,1,2,42003491200,1971,881,1090,287,1275,409,108,179,597,678,176,233,1898,110,41230,3.996800973,493.14439550000003,4.081,1.081,0.489,-0.511,-0.382,-0.382,-0.358,-2.358,1.499,0.499,1.5659999999999998,1.5659999999999998,1.406,0.406,-0.6779999999999999,-2.678,"Census Tract 4912, Allegheny County, Pennsylvania"
2636,3,3,1,0,0,0,0,0,0,42003492700,2149,1048,1101,483,1422,244,288,195,635,787,125,119,1496,756,24201,1.486192151,1445.977224,4.58,1.58,0.8240000000000001,0.8240000000000001,-0.298,-1.298,-0.42100000000000004,-0.42100000000000004,0.5329999999999999,0.5329999999999999,-0.154,-0.154,-1.089,-1.089,-1.715,-1.715,"Census Tract 4927, Allegheny County, Pennsylvania"
2637,1,0,0,0,0,0,0,1,0,42003492800,2322,1104,1218,358,1416,548,179,179,723,693,202,346,1158,1170,14841,0.634060054,3662.113686,5.153,5.153,2.105,2.105,-2.8960000000000004,-2.8960000000000004,-1.044,-1.044,0.23399999999999999,0.23399999999999999,-0.9990000000000001,-0.9990000000000001,-1.6280000000000001,-2.628,-1.433,-1.433,"Census Tract 4928, Allegheny County, Pennsylvania"
2638,4,2,1,1,0,0,2,0,0,42003492900,2169,1024,1145,424,1413,332,267,157,605,808,152,180,1457,729,20509,0.643841952,3368.8391909999996,5.434,3.4339999999999997,1.182,-0.818,-1.821,-2.821,0.7120000000000001,-0.28800000000000003,0.564,0.564,-0.034,-0.034,0.16399999999999998,0.16399999999999998,-1.912,-1.912,"Census Tract 4929, Allegheny County, Pennsylvania"
2639,11,8,0,2,0,0,0,3,0,42003494000,1477,686,791,321,891,265,168,153,423,468,95,170,1401,102,24576,0.34241778799999995,4313.444135,3.2119999999999997,-4.788,2.332,2.332,2.313,2.313,2.519,0.519,0.8240000000000001,0.8240000000000001,0.158,0.158,-0.86,-3.86,-0.614,-0.614,"Census Tract 4940, Allegheny County, Pennsylvania"
2640,7,3,2,1,1,0,3,0,0,42003495000,3321,1666,1655,463,2031,827,253,210,1050,981,363,464,3234,125,31310,18.94295684,175.31581930000002,7.547999999999999,4.548,0.644,-2.356,-1.466,-3.466,0.7340000000000001,-0.266,1.473,0.473,0.319,0.319,1.714,1.714,-1.125,-1.125,"Census Tract 4950, Allegheny County, Pennsylvania"
2641,8,7,3,0,1,1,0,0,1,42003496101,3121,1464,1657,603,1787,731,284,319,887,900,293,438,3061,103,38655,4.587048471,680.393944,7.109,0.109,-0.294,-0.294,1.4909999999999999,-1.5090000000000001,1.962,1.962,1.527,0.527,1.358,0.358,-0.271,-0.271,0.16,-0.84,"Census Tract 4961.01, Allegheny County, Pennsylvania"
2642,13,10,1,2,1,0,0,0,0,42003496102,4298,2041,2257,776,2434,1088,403,373,1203,1231,435,653,4152,181,31583,12.65345577,339.6700536,7.492999999999999,-2.5069999999999997,0.907,0.907,2.454,1.454,1.463,-0.537,1.5319999999999998,0.532,1.176,1.176,-0.7390000000000001,-0.7390000000000001,-0.664,-0.664,"Census Tract 4961.02, Allegheny County, Pennsylvania"
2643,10,6,3,3,2,0,0,2,0,42003496200,5715,2734,2981,934,3500,1281,402,532,1742,1758,590,691,5525,265,27714,5.600116442000001,1020.5144949999999,11.985999999999999,5.986000000000001,2.158,2.158,-0.856,-3.8560000000000003,0.35100000000000003,-2.6489999999999996,1.601,-0.39899999999999997,1.025,1.025,0.53,-1.47,-0.888,-0.888,"Census Tract 4962, Allegheny County, Pennsylvania"
2644,3,2,0,0,1,0,0,0,0,42003498000,2488,1158,1330,401,1570,517,169,232,774,796,215,302,2372,167,28013,1.43043591,1739.3299359999999,4.654,2.654,1.05,1.05,-0.8490000000000001,-0.8490000000000001,-0.6459999999999999,-0.6459999999999999,0.7240000000000001,-0.276,0.161,0.161,-0.271,-0.271,-0.524,-0.524,"Census Tract 4980, Allegheny County, Pennsylvania"
2645,2,2,0,0,0,0,0,0,0,42003499300,1778,815,963,374,1045,359,152,222,542,503,121,238,1756,22,26066,0.795174307,2235.987739,3.33,1.33,0.812,0.812,-0.7879999999999999,-0.7879999999999999,-0.433,-0.433,0.534,0.534,-0.24100000000000002,-0.24100000000000002,-1.365,-1.365,-1.29,-1.29,"Census Tract 4993, Allegheny County, Pennsylvania"
2646,4,3,0,1,0,0,0,0,0,42003499400,2613,1353,1260,457,1719,437,301,156,860,859,192,245,2280,443,25612,0.786446467,3322.540196,5.063,2.063,0.782,0.782,-1.187,-1.187,-0.655,-1.655,0.43,0.43,-0.307,-0.307,-0.628,-0.628,-1.1540000000000001,-1.1540000000000001,"Census Tract 4994, Allegheny County, Pennsylvania"
2647,3,1,0,1,1,0,1,0,0,42003500300,3724,1699,2025,705,2217,802,226,479,1079,1138,394,408,3499,292,30910,1.135965446,3278.268729,5.135,4.135,0.5820000000000001,-0.418,-1.7590000000000001,-1.7590000000000001,-1.273,-2.273,0.725,-0.275,0.358,0.358,0.867,0.867,-0.6729999999999999,-0.6729999999999999,"Census Tract 5003, Allegheny County, Pennsylvania"
2648,11,5,0,2,1,2,1,0,0,42003501000,1631,767,864,221,1039,371,101,120,530,509,136,235,1540,116,22729,0.485819605,3357.213221,4.8180000000000005,-0.182,1.795,0.795,1.9,1.9,1.14,-0.86,1.133,0.133,0.39,-1.61,0.366,0.366,0.8029999999999999,0.8029999999999999,"Census Tract 5010, Allegheny County, Pennsylvania"
2649,25,13,1,3,0,4,2,2,2,42003503002,5903,2794,3109,973,3477,1453,614,359,1617,1860,563,890,5600,328,32254,2.078995644,2839.351788,11.572000000000001,-1.4280000000000002,1.7819999999999998,-0.218,-0.297,-1.297,5.164,2.164,1.9140000000000001,1.9140000000000001,1.9809999999999999,-2.019,0.135,-1.865,2.798,0.7979999999999999,"Census Tract 5030.02, Allegheny County, Pennsylvania"
2650,28,17,4,8,5,3,3,2,0,42003504100,4911,2316,2595,1055,2859,997,506,549,1373,1486,437,560,3413,1689,26665,3.366744413,1458.6791859999998,12.991,-4.0089999999999995,4.421,1.421,9.46,5.46,7.542000000000001,-0.45799999999999996,2.273,-2.727,2.984,-0.016,4.586,2.5860000000000003,3.162,3.162,"Census Tract 5041, Allegheny County, Pennsylvania"
2651,8,4,1,4,0,0,3,1,0,42003507000,2106,1037,1069,404,1300,402,194,210,691,609,152,250,1832,433,29545,0.41460537799999997,5079.528898,4.935,0.935,1.122,-1.8780000000000001,0.307,-0.693,1.051,-2.949,0.767,0.767,0.826,0.826,1.9280000000000002,0.9279999999999999,-1.307,-1.307,"Census Tract 5070, Allegheny County, Pennsylvania"
2652,11,6,2,0,1,0,3,1,0,42003508000,1949,855,1094,571,1064,314,202,369,527,537,126,188,1182,952,20479,0.42876220000000004,4545.64325,4.151,-1.849,1.669,-1.331,2.1109999999999998,0.111,2.548,2.548,0.951,-0.049,0.289,0.289,1.7109999999999999,0.711,-0.779,-0.779,"Census Tract 5080, Allegheny County, Pennsylvania"
2653,9,5,0,2,0,0,1,3,1,42003509400,5244,1953,3291,1322,2859,1063,391,931,1112,1747,450,613,3627,1942,20360,0.969268928,5410.263186,4.476,-0.524,1.986,0.986,-1.037,-1.037,0.426,-1.574,0.625,0.625,0.44799999999999995,0.44799999999999995,0.503,-2.497,0.605,-0.395,"Census Tract 5094, Allegheny County, Pennsylvania"
2654,2,0,2,0,1,1,0,0,1,42003510000,1755,727,1028,597,961,197,275,322,367,594,85,112,465,1310,21220,0.387721857,4526.440715,4.541,4.541,1.2309999999999999,1.2309999999999999,-0.6809999999999999,-2.681,0.706,0.706,0.341,-0.659,0.314,-0.6859999999999999,-0.725,-0.725,-0.7979999999999999,-1.798,"Census Tract 5100, Allegheny County, Pennsylvania"
2655,4,3,1,0,1,0,1,0,0,42003512000,2412,1230,1182,580,1382,450,258,322,796,586,176,274,1553,1072,22917,0.493976785,4882.820556000001,3.515,0.515,1.005,0.005,0.977,-0.023,0.8029999999999999,0.8029999999999999,0.608,-0.392,-0.153,-0.153,0.514,0.514,-0.304,-0.304,"Census Tract 5120, Allegheny County, Pennsylvania"
2656,1,1,0,0,1,0,0,0,0,42003512800,1317,534,783,461,735,121,196,265,297,438,41,80,340,1098,18365,0.809148502,1627.63695,1.716,0.716,1.615,1.615,0.546,0.546,0.14300000000000002,0.14300000000000002,0.395,-0.605,-0.601,-0.601,-0.5489999999999999,-0.5489999999999999,-0.7390000000000001,-0.7390000000000001,"Census Tract 5128, Allegheny County, Pennsylvania"
2657,1,0,0,0,1,0,0,0,0,42003512900,1029,517,512,258,560,211,152,106,292,268,73,138,358,681,19513,0.18882634899999998,5449.451324000001,1.955,1.955,1.589,1.589,0.126,0.126,0.67,0.67,0.032,-0.968,-0.873,-0.873,-0.7190000000000001,-0.7190000000000001,-0.687,-0.687,"Census Tract 5129, Allegheny County, Pennsylvania"
2658,10,6,2,1,0,1,2,0,2,42003513800,1729,926,803,341,971,417,177,164,553,418,196,221,407,1503,14515,0.563193319,3069.9938039999997,4.912,-1.088,1.3980000000000001,-0.602,1.985,-0.015,1.818,0.818,0.843,0.843,0.27399999999999997,-0.726,0.252,0.252,-0.6779999999999999,-2.678,"Census Tract 5138, Allegheny County, Pennsylvania"
2659,2,1,1,0,0,0,0,0,0,42003514000,2100,978,1122,541,1393,166,338,203,565,828,75,91,326,1881,18672,0.437005095,4805.435965,4.612,3.612,1.026,1.026,-1.7730000000000001,-2.773,-0.175,-0.175,0.023,0.023,-0.613,-0.613,-0.8370000000000001,-0.8370000000000001,-1.744,-1.744,"Census Tract 5140, Allegheny County, Pennsylvania"
2660,12,5,3,2,0,0,2,4,0,42003515100,2885,1248,1637,638,1950,297,300,338,862,1088,86,211,1043,1863,26186,0.421507726,6844.4771439999995,9.322000000000001,4.322,2.085,0.085,-1.7209999999999999,-4.721,2.592,0.5920000000000001,1.058,1.058,0.9440000000000001,0.9440000000000001,0.778,-3.222,-1.42,-1.42,"Census Tract 5151, Allegheny County, Pennsylvania"
2661,1,0,1,1,0,1,0,0,0,42003515200,2170,928,1242,383,1474,313,103,280,661,813,164,149,1409,919,30482,0.210999038,10284.407070000001,5.696000000000001,5.696000000000001,-0.397,-0.397,-1.7109999999999999,-2.7110000000000003,-1.614,-2.614,-0.145,-0.145,0.904,-0.096,0.233,0.233,-0.024,-0.024,"Census Tract 5152, Allegheny County, Pennsylvania"
2662,15,5,2,3,0,0,0,5,2,42003515300,1556,667,889,186,1045,325,71,115,478,567,118,207,837,792,18063,0.33483628600000004,4647.047122,6.941,1.9409999999999998,3.425,3.425,-0.611,-2.611,1.3090000000000002,-1.6909999999999998,1.246,1.246,0.973,0.973,-0.93,-5.93,-1.101,-3.1010000000000004,"Census Tract 5153, Allegheny County, Pennsylvania"
2663,23,14,6,3,2,1,0,4,1,42003515401,2197,1148,1049,341,1589,267,174,167,838,751,136,131,1837,371,41540,0.23474741,9358.995709,12.440999999999999,-1.5590000000000002,1.744,1.744,6.306,0.306,4.32,1.32,1.456,-0.544,3.9789999999999996,2.9789999999999996,1.037,-2.963,-0.121,-1.121,"Census Tract 5154.01, Allegheny County, Pennsylvania"
2664,38,17,6,12,3,5,1,1,4,42003516100,1423,703,720,242,998,183,128,114,486,512,89,94,1302,157,54762,0.275473079,5165.6590320000005,13.690999999999999,-3.3089999999999997,0.8740000000000001,-0.126,10.617,4.617,6.265,-5.735,3.207,0.207,6.711,1.7109999999999999,3.7910000000000004,2.7910000000000004,2.9789999999999996,-1.021,"Census Tract 5161, Allegheny County, Pennsylvania"
2665,7,3,1,1,0,0,1,1,0,42003516200,1647,740,907,284,1140,223,120,164,542,598,78,145,1417,271,44076,0.311977108,5279.233503,5.224,2.224,-0.531,-1.531,-0.737,-1.7369999999999999,0.445,-0.555,1.08,1.08,1.5590000000000002,1.5590000000000002,1.057,0.057,-0.535,-0.535,"Census Tract 5162, Allegheny County, Pennsylvania"
2666,9,8,2,1,0,0,1,0,0,42003517000,1710,724,986,243,1040,427,141,102,465,575,118,309,1117,648,23405,0.947826745,1804.127188,5.374,-2.6260000000000003,0.523,-0.47700000000000004,1.7819999999999998,-0.218,2.9130000000000003,1.913,1.182,1.182,-0.083,-0.083,-0.607,-0.607,-0.353,-0.353,"Census Tract 5170, Allegheny County, Pennsylvania"
2667,5,2,0,0,0,1,0,1,1,42003518001,3074,1505,1569,400,1933,741,274,126,930,1003,301,440,2936,177,48931,0.991024241,3101.841382,6.17,4.17,-0.762,-0.762,-3.1180000000000003,-3.1180000000000003,-0.5589999999999999,-0.5589999999999999,1.232,1.232,1.556,0.556,0.23,-0.77,0.447,-0.5529999999999999,"Census Tract 5180.01, Allegheny County, Pennsylvania"
2668,7,0,1,0,2,2,0,1,2,42003519000,2963,1392,1571,566,1538,859,284,282,727,811,381,478,2175,857,45357,2.187330118,1354.619486,5.153,5.153,0.28300000000000003,0.28300000000000003,-1.881,-2.8810000000000002,0.635,0.635,1.659,-0.341,1.4169999999999998,-0.583,1.298,0.298,1.6469999999999998,-0.353,"Census Tract 5190, Allegheny County, Pennsylvania"
2669,50,23,8,12,4,2,10,4,5,42003520001,3227,1484,1743,476,1915,836,271,205,871,1044,342,494,2659,732,36045,1.693657582,1905.343816,15.931,-7.069,3.8089999999999997,-6.191,10.470999999999998,2.471,11.915999999999999,-0.084,4.406000000000001,0.406,6.6160000000000005,4.6160000000000005,9.304,5.303999999999999,0.625,-4.375,"Census Tract 5200.01, Allegheny County, Pennsylvania"
2670,9,6,3,1,1,1,1,0,1,42003520002,3020,1539,1481,326,2105,589,205,121,1107,998,227,362,2334,753,30463,1.051173938,2872.978384,10.263,4.263,0.49,-0.51,0.18,-2.82,0.726,-0.27399999999999997,1.03,0.03,1.262,0.262,0.723,0.723,-0.34,-1.34,"Census Tract 5200.02, Allegheny County, Pennsylvania"
2671,11,4,3,2,2,1,3,2,0,42003521100,4437,2126,2311,840,2714,883,428,412,1323,1391,375,508,3196,1410,31652,1.812572413,2447.9022010000003,9.951,5.9510000000000005,1.912,-1.088,-1.2009999999999998,-4.2010000000000005,2.461,0.461,1.751,-0.249,1.1159999999999999,0.11599999999999999,2.758,0.758,0.335,0.335,"Census Tract 5211, Allegheny County, Pennsylvania"
2672,203,75,23,76,15,20,24,20,8,42003521200,4187,1998,2189,801,2677,709,280,521,1388,1289,330,379,3116,1168,34195,2.830603342,1479.1899449999999,53.507,-21.493000000000002,22.584,-1.416,49.373999999999995,26.374000000000002,43.04600000000001,-32.954,14.811,-0.18899999999999997,21.274,1.274,28.609,8.609,12.22,4.22,"Census Tract 5212, Allegheny County, Pennsylvania"
2673,92,39,10,18,10,8,9,11,10,42003521301,4023,1781,2242,648,2254,1121,390,258,1034,1220,357,764,2998,1275,28290,2.961015137,1358.6556679999999,24.385,-14.615,10.969000000000001,1.969,20.346,10.345999999999998,22.107,4.107,7.846,-2.154,10.835999999999999,2.8360000000000003,12.247,1.247,10.236,0.23600000000000002,"Census Tract 5213.01, Allegheny County, Pennsylvania"
2674,20,5,2,5,0,5,4,3,1,42003521302,4574,1995,2579,828,2975,771,341,487,1378,1597,276,495,3501,1152,31150,3.0773419260000003,1486.347669,11.164000000000001,6.164,2.128,-1.8719999999999999,-2.553,-4.553,3.238,-1.7619999999999998,2.546,2.546,1.599,-3.4010000000000002,2.083,-0.917,2.467,1.4669999999999999,"Census Tract 5213.02, Allegheny County, Pennsylvania"
2675,34,10,1,4,2,2,8,6,6,42003521401,2833,1395,1438,372,1774,687,174,198,954,820,267,420,2427,496,31484,2.827849275,1001.821428,7.827000000000001,-2.173,4.252,-3.748,0.645,-0.355,6.178999999999999,2.1790000000000003,3.6189999999999998,1.619,3.745,1.745,6.8420000000000005,0.8420000000000001,2.1959999999999997,-3.804,"Census Tract 5214.01, Allegheny County, Pennsylvania"
2676,2,0,0,0,0,0,0,1,0,42003521402,3767,1846,1921,646,2149,972,356,290,1034,1115,456,516,2798,1125,40025,2.210911694,1703.822007,4.186,4.186,-0.084,-0.084,-3.2769999999999997,-3.2769999999999997,-1.52,-1.52,1.031,1.031,0.353,0.353,0.092,-0.9079999999999999,-0.823,-0.823,"Census Tract 5214.02, Allegheny County, Pennsylvania"
2677,48,24,7,10,4,2,7,6,3,42003521500,4120,1982,2138,677,2324,1119,385,292,1102,1222,495,624,3273,1151,32512,4.048738663,1017.6008730000001,15.134,-8.866,4.808,-2.1919999999999997,10.963,3.963,12.890999999999998,2.891,4.343999999999999,0.344,5.457000000000001,3.457,7.2829999999999995,1.2830000000000001,2.623,-0.377,"Census Tract 5215, Allegheny County, Pennsylvania"
2678,4,4,1,1,0,0,0,0,0,42003522000,3230,1566,1664,730,1997,503,332,398,1054,943,180,323,2205,1243,20983,0.505101547,6394.753733,5.959,1.959,0.7509999999999999,0.7509999999999999,-0.204,-1.204,-0.168,-1.168,0.081,0.081,0.052000000000000005,0.052000000000000005,-0.865,-0.865,-0.841,-0.841,"Census Tract 5220, Allegheny County, Pennsylvania"
2679,8,3,1,1,1,2,3,1,0,42003523100,3807,1654,2153,707,2297,803,308,399,1050,1247,296,507,505,3525,25263,2.6259101240000002,1449.783054,7.683,4.683,1.5530000000000002,-1.4469999999999998,-1.618,-2.6180000000000003,1.979,0.9790000000000001,1.318,0.318,0.16,-1.84,2.1,1.1,1.5390000000000001,1.5390000000000001,"Census Tract 5231, Allegheny County, Pennsylvania"
2680,10,4,0,2,0,2,2,1,1,42003523200,4287,1808,2479,1132,2597,558,448,684,1108,1489,252,306,1248,3298,31520,1.2433616920000001,3447.910633,5.377999999999999,1.3780000000000001,0.535,-1.465,-1.074,-1.074,1.706,-0.294,1.2770000000000001,1.2770000000000001,0.9179999999999999,-1.082,1.9080000000000001,0.9079999999999999,1.094,0.094,"Census Tract 5232, Allegheny County, Pennsylvania"
2681,20,12,2,3,1,3,5,3,0,42003523300,4071,1922,2149,780,2501,790,374,406,1162,1339,386,404,2451,1726,29573,1.377468872,2955.4206879999997,8.479,-3.5210000000000004,2.194,-2.806,3.3510000000000004,1.351,5.704,2.7039999999999997,1.97,0.97,1.64,-1.36,3.889,0.889,1.321,1.321,"Census Tract 5233, Allegheny County, Pennsylvania"
2682,41,16,4,13,2,3,9,4,2,42003523400,4768,2349,2419,839,2966,963,591,248,1340,1626,418,545,2652,2220,34811,1.256456733,3794.7983990000002,15.613,-0.387,3.932,-5.0680000000000005,3.612,-0.38799999999999996,9.737,-3.263,3.627,1.6269999999999998,4.486000000000001,1.486,7.922000000000001,3.9219999999999997,1.3419999999999999,-0.6579999999999999,"Census Tract 5234, Allegheny County, Pennsylvania"
2683,20,10,2,2,1,4,2,2,1,42003523501,4430,2148,2282,891,2652,887,360,531,1328,1324,460,427,2063,2527,32204,1.77030581,2502.39251,8.498,-1.5019999999999998,1.6280000000000001,-0.37200000000000005,3.783,1.7830000000000001,2.697,0.6970000000000001,2.146,1.146,1.588,-2.412,2.34,0.34,1.767,0.767,"Census Tract 5235.01, Allegheny County, Pennsylvania"
2684,6,3,0,2,0,0,1,2,0,42003523502,1459,623,836,269,965,225,135,134,403,562,85,140,1064,432,22909,1.822256242,800.6557841,3.81,0.81,2.077,1.077,-1.0659999999999998,-1.0659999999999998,0.867,-1.133,1.113,1.113,-0.5720000000000001,-0.5720000000000001,-0.247,-2.247,-1.178,-1.178,"Census Tract 5235.02, Allegheny County, Pennsylvania"
2685,17,2,1,3,1,0,6,9,1,42003523600,4742,2079,2663,910,2682,1150,413,497,1170,1512,496,654,2803,2115,34092,1.94148536,2442.459828,7.5089999999999995,5.5089999999999995,4.834,-1.166,-5.87,-6.87,4.383,1.383,2.523,1.5230000000000001,1.6540000000000001,1.6540000000000001,4.475,-4.525,0.75,-0.25,"Census Tract 5236, Allegheny County, Pennsylvania"
2686,4,3,0,0,0,0,0,0,0,42003523701,4299,2279,2020,849,2525,925,566,283,1320,1205,393,532,3390,1239,33072,2.52878767,1700.0241059999998,5.766,2.766,0.292,0.292,-2.3209999999999997,-2.3209999999999997,-0.488,-0.488,0.887,0.887,-0.065,-0.065,-0.565,-0.565,-0.094,-0.094,"Census Tract 5237.01, Allegheny County, Pennsylvania"
2687,22,15,4,2,3,3,1,3,0,42003523702,5413,2765,2648,913,3418,1082,381,532,1800,1618,584,498,3779,1941,28789,2.700639039,2004.3404260000002,11.966,-3.034,2.97,1.97,7.3020000000000005,3.302,3.3989999999999996,1.399,2.021,-0.9790000000000001,1.758,-1.242,2.591,-0.409,2.237,2.237,"Census Tract 5237.02, Allegheny County, Pennsylvania"
2688,6,2,2,1,1,0,1,0,0,42003523800,4243,2213,2030,617,2624,1002,424,193,1413,1211,376,626,3460,903,33605,1.851181085,2292.050213,9.709,7.709,0.7440000000000001,-0.256,-2.925,-4.925,0.24,-0.76,1.196,0.196,0.715,0.715,-0.022000000000000002,-0.022000000000000002,-0.527,-0.527,"Census Tract 5238, Allegheny County, Pennsylvania"
2689,35,16,3,10,4,4,4,2,1,42003524000,2736,1333,1403,543,1655,538,337,206,782,873,214,324,2300,500,26688,0.50500309,5417.788627,12.064,-3.9360000000000004,3.998,-0.002,8.623,5.622999999999999,8.333,-1.6669999999999998,2.798,-1.202,3.57,-0.43,5.192,3.1919999999999997,2.6910000000000003,1.6909999999999998,"Census Tract 5240, Allegheny County, Pennsylvania"
2690,2,2,0,0,0,0,0,0,0,42003525100,1849,830,1019,257,1194,398,152,105,540,654,138,260,1687,210,43194,0.525614382,3517.7880649999997,4.079,2.079,-0.624,-0.624,-0.966,-0.966,-0.083,-0.083,0.642,0.642,0.757,0.757,-0.213,-0.213,-0.258,-0.258,"Census Tract 5251, Allegheny County, Pennsylvania"
2691,38,17,6,6,2,7,2,2,6,42003525200,2370,1009,1361,269,1371,730,164,105,657,714,188,542,2331,70,33135,0.43501666899999997,5448.067097,15.179,-1.821,2.378,0.37799999999999995,6.1339999999999995,0.134,7.547000000000001,1.547,2.9619999999999997,0.9620000000000001,5.571000000000001,-1.429,0.985,-1.015,4.956,-1.044,"Census Tract 5252, Allegheny County, Pennsylvania"
2692,12,7,4,1,3,0,1,2,0,42003525300,2231,1032,1199,407,1277,547,176,231,612,665,244,303,2120,136,38781,0.627432996,3555.758167,8.246,1.246,1.295,0.295,3.281,-0.7190000000000001,3.072,2.072,1.528,-1.472,2.313,2.313,1.754,-0.24600000000000002,-0.22,-0.22,"Census Tract 5253, Allegheny County, Pennsylvania"
2693,13,5,2,2,4,0,3,2,0,42003526101,7285,3393,3892,1355,4418,1512,566,789,2096,2322,731,781,6794,673,44302,13.26728562,549.0949853,11.325,6.325,1.335,-1.665,-1.605,-3.605,1.869,-0.131,2.27,-1.73,2.474,2.474,4.936,2.9360000000000004,0.7759999999999999,0.7759999999999999,"Census Tract 5261.01, Allegheny County, Pennsylvania"
2694,5,0,1,1,0,0,0,3,0,42003526102,2038,1004,1034,371,1238,429,217,154,617,621,170,259,2017,21,31196,5.322926366,382.8721008,4.685,4.685,2.144,2.144,-2.895,-3.895,-0.335,-1.335,1.35,1.35,-0.127,-0.127,-1.35,-4.35,-1.544,-1.544,"Census Tract 5261.02, Allegheny County, Pennsylvania"
2695,10,8,4,0,2,1,0,0,0,42003526201,3982,1907,2075,868,2404,710,355,513,1260,1144,292,418,3632,576,34590,2.3879441669999997,1667.543176,8.465,0.465,0.07200000000000001,0.07200000000000001,3.051,-0.9490000000000001,2.097,2.097,1.65,-0.35,1.1440000000000001,0.14400000000000002,0.579,0.579,0.5589999999999999,0.5589999999999999,"Census Tract 5262.01, Allegheny County, Pennsylvania"
2696,24,9,2,1,4,3,1,5,1,42003526202,4615,2188,2427,1015,2680,920,416,599,1406,1274,366,554,4136,619,33125,4.384065685,1052.675834,8.601,-0.39899999999999997,4.189,3.1889999999999996,3.4210000000000003,1.421,4.2780000000000005,3.278,2.436,-1.564,1.96,-1.04,2.1430000000000002,-2.8569999999999998,2.965,1.965,"Census Tract 5262.02, Allegheny County, Pennsylvania"
2697,5,1,0,1,1,1,0,2,0,42003526301,4195,2107,2088,753,2384,1058,444,309,1204,1180,459,599,4177,36,37240,1.6789320319999999,2498.612166,6.425,5.425,1.415,1.415,-3.21,-3.21,-0.039,-1.0390000000000001,0.987,-0.013000000000000001,0.375,-0.625,-0.204,-2.204,0.114,0.114,"Census Tract 5263.01, Allegheny County, Pennsylvania"
2698,29,13,3,5,1,3,6,5,3,42003526302,5189,2538,2651,932,3207,1050,492,440,1565,1642,481,569,4864,453,38618,1.542169242,3364.74095,12.074000000000002,-0.9259999999999999,2.7569999999999997,-3.2430000000000003,1.232,-1.768,5.882000000000001,0.882,2.8160000000000003,1.8159999999999998,3.6630000000000003,0.6629999999999999,4.737,-0.263,1.6480000000000001,-1.3519999999999999,"Census Tract 5263.02, Allegheny County, Pennsylvania"
2699,1,1,0,0,0,0,0,0,0,42003550900,1668,789,879,294,1111,263,134,160,522,589,133,130,556,1310,14924,0.382117198,4365.152911,3.083,2.083,1.2790000000000001,1.2790000000000001,-0.877,-0.877,-1.147,-1.147,0.115,0.115,-1.179,-1.179,-0.573,-0.573,-1.128,-1.128,"Census Tract 5509, Allegheny County, Pennsylvania"
2700,5,3,1,0,1,0,1,0,0,42003551200,3205,1279,1926,707,1856,642,332,375,715,1141,232,410,1916,1396,18358,0.505026643,6346.199842,5.474,2.474,1.2,0.2,-1.284,-2.2840000000000003,1.75,1.75,0.033,-0.9670000000000001,0.163,0.163,0.042,0.042,-0.35,-0.35,"Census Tract 5512, Allegheny County, Pennsylvania"
2701,11,5,1,2,2,0,4,0,0,42003551300,2649,1313,1336,470,1367,812,284,186,682,685,347,465,2285,421,28903,1.52293286,1739.406949,5.45,0.45,1.383,-2.617,1.123,0.12300000000000001,2.992,0.992,1.557,-0.44299999999999995,0.643,0.643,3.252,3.252,-0.49200000000000005,-0.49200000000000005,"Census Tract 5513, Allegheny County, Pennsylvania"
