,all_businesses,food,nightlife,shopping,fitness,selfcare,auto,home,health,geoid,population_total,population_total_male,population_total_female,population_total_under_18,population_total_18_to_65,population_total_65_and_over,population_male_under_18,population_female_under_18,population_male_18_to_64,population_female_18_to_64,population_male_65_and_over,population_female_65_and_over,population_total_white,population_total_non_white,median_income,area_mi2,population_density,food_predicted,food_error,auto_predicted,auto_error,nightlife_predicted,nightlife_error,shopping_predicted,shopping_error,fitness_predicted,fitness_error,selfcare_predicted,selfcare_error,home_predicted,home_error,health_predicted,health_error,geographic_area_name
1183,62,6,3,12,3,0,27,26,1,32003003700,2504,1375,1129,581,1496,427,385,196,822,674,168,259,707,1809,16845,1.762477589,1420.727285,8.705,2.705,16.824,-10.176,-5.095,-8.095,17.219,5.218999999999999,6.965,3.965,2.859,2.859,21.156999999999996,-4.843,0.935,-0.065,"Census Tract 37, Clark County, Nevada"
1184,78,24,13,15,3,6,6,13,18,32003003800,3831,2197,1634,1251,2351,229,790,461,1264,1087,143,86,1954,1965,21220,0.8563406109999999,4473.687166,22.198,-1.8019999999999998,9.773,3.773,9.097000000000001,-3.903,11.914000000000001,-3.0860000000000003,5.683,2.6830000000000003,10.934000000000001,4.934,5.987,-7.013,1.6380000000000001,-16.362000000000002,"Census Tract 38, Clark County, Nevada"
1185,24,7,1,7,0,3,1,2,7,32003004000,2893,1397,1496,823,1836,234,360,463,929,907,108,126,1985,965,21061,0.423610053,6829.394112000001,7.013999999999999,0.013999999999999999,2.9210000000000003,1.921,1.669,0.669,1.574,-5.426,0.8959999999999999,0.8959999999999999,3.4339999999999997,0.434,1.568,-0.43200000000000005,1.5090000000000001,-5.4910000000000005,"Census Tract 40, Clark County, Nevada"
1186,8,5,0,1,0,0,0,0,2,32003004100,5776,2691,3085,1980,3351,445,825,1155,1635,1716,231,214,3241,2625,25850,0.519865707,11110.561679999999,3.8539999999999996,-1.146,1.137,1.137,0.385,0.385,0.684,-0.316,-0.7290000000000001,-0.7290000000000001,1.145,1.145,0.41700000000000004,0.41700000000000004,-0.541,-2.541,"Census Tract 41, Clark County, Nevada"
1187,16,11,4,4,0,3,0,0,0,32003004200,4839,2299,2540,1499,3025,315,697,802,1430,1595,172,143,2967,1940,23797,0.538975833,8978.139095,9.433,-1.567,1.0270000000000001,1.0270000000000001,5.073,1.073,2.5789999999999997,-1.421,-0.07,-0.07,1.9880000000000002,-1.012,0.2,0.2,0.866,0.866,"Census Tract 42, Clark County, Nevada"
1188,14,7,2,3,0,1,3,1,1,32003004301,1558,796,762,547,938,73,282,265,473,465,41,32,799,759,20579,0.142216483,10955.129579999999,4.718999999999999,-2.281,1.736,-1.264,3.301,1.301,3.156,0.156,-0.263,-0.263,1.556,0.556,2.404,1.4040000000000001,0.522,-0.478,"Census Tract 43.01, Clark County, Nevada"
1189,22,6,0,1,1,0,3,7,3,32003004302,3723,2093,1630,1102,2409,212,585,517,1437,972,71,141,2245,1540,16307,0.324103804,11487.06047,5.53,-0.47,5.367999999999999,2.3680000000000003,-0.078,-0.078,2.386,1.386,0.757,-0.243,1.682,1.682,3.253,-3.747,0.5870000000000001,-2.4130000000000003,"Census Tract 43.02, Clark County, Nevada"
1190,15,5,1,5,0,2,2,0,1,32003004401,2752,1380,1372,981,1642,129,471,510,833,809,76,53,1761,1006,19682,0.245579506,11206.14683,4.654,-0.34600000000000003,1.8940000000000001,-0.106,2.563,1.5630000000000002,1.6640000000000001,-3.3360000000000003,-0.217,-0.217,1.453,-0.547,1.8940000000000001,1.8940000000000001,0.8029999999999999,-0.19699999999999998,"Census Tract 44.01, Clark County, Nevada"
1191,1,0,0,0,0,0,0,0,0,32003004402,3744,1938,1806,1474,1969,301,830,644,963,1006,145,156,2285,1531,18720,0.302533435,12375.49165,1.5030000000000001,1.5030000000000001,1.6640000000000001,1.6640000000000001,-0.674,-0.674,0.256,0.256,-1.3630000000000002,-1.3630000000000002,0.255,0.255,-0.40299999999999997,-0.40299999999999997,-1.0590000000000002,-1.0590000000000002,"Census Tract 44.02, Clark County, Nevada"
1192,43,11,2,5,1,2,5,15,2,32003004500,4590,2412,2178,1522,2747,321,783,739,1495,1252,134,187,2646,2079,22861,0.521747183,8797.364223999999,7.006,-3.9939999999999998,9.077,4.077,1.8119999999999998,-0.188,7.54,2.54,3.32,2.32,2.028,0.027999999999999997,4.619,-10.380999999999998,2.127,0.127,"Census Tract 45, Clark County, Nevada"
1193,23,5,3,2,1,0,10,4,2,32003004601,5142,2443,2699,1882,2898,362,964,918,1289,1609,190,172,2314,2935,20692,0.661117321,7777.742073,5.794,0.794,3.7,-6.3,-1.341,-4.341,7.428999999999999,5.428999999999999,1.633,0.633,2.323,2.323,7.437,3.437,-1.012,-3.012,"Census Tract 46.01, Clark County, Nevada"
1194,29,9,6,4,0,2,2,7,2,32003004602,2525,1278,1247,790,1511,224,420,370,765,746,93,131,1299,1371,20000,0.9404780629999999,2684.804782,8.236,-0.764,4.777,2.7769999999999997,2.7030000000000003,-3.2969999999999997,5.481,1.4809999999999999,2.53,2.53,1.219,-0.7809999999999999,1.112,-5.888,0.8290000000000001,-1.171,"Census Tract 46.02, Clark County, Nevada"
1195,35,12,5,7,1,4,7,11,1,32003004703,5965,3118,2847,1953,3740,272,1082,871,1859,1881,177,95,3161,3129,20879,0.668187237,8927.138483,11.755999999999998,-0.244,7.422999999999999,0.423,2.57,-2.43,8.648,1.6480000000000001,2.079,1.079,2.864,-1.136,6.053999999999999,-4.946000000000001,2.359,1.359,"Census Tract 47.03, Clark County, Nevada"
1196,9,2,0,2,0,0,2,5,1,32003004707,3244,1780,1464,1174,1928,142,684,490,1028,900,68,74,2114,1226,25830,0.524737158,6182.1427189999995,2.434,0.434,3.895,1.895,-0.904,-0.904,0.9540000000000001,-1.046,0.242,0.242,0.9440000000000001,0.9440000000000001,1.587,-3.4130000000000003,-0.486,-1.486,"Census Tract 47.07, Clark County, Nevada"
1197,20,13,0,1,0,1,2,2,1,32003004709,5901,2871,3030,2350,3380,171,1246,1104,1560,1820,65,106,2760,3428,21942,0.502375665,11746.18997,2.1919999999999997,-10.808,2.262,0.262,5.16,5.16,5.784,4.784,-0.018000000000000002,-0.018000000000000002,1.3940000000000001,0.39399999999999996,1.939,-0.061,1.709,0.7090000000000001,"Census Tract 47.09, Clark County, Nevada"
1198,7,3,0,0,0,0,3,2,0,32003004710,6717,3312,3405,2627,3793,297,1377,1250,1823,1970,112,185,2671,4271,21835,0.519782309,12922.71762,2.553,-0.447,2.205,-0.795,-1.045,-1.045,2.133,2.133,-0.718,-0.718,0.529,0.529,2.6460000000000004,0.6459999999999999,-0.541,-0.541,"Census Tract 47.10, Clark County, Nevada"
1199,14,3,2,3,0,2,4,4,0,32003004712,5161,2412,2749,1488,3265,408,703,785,1484,1781,225,183,3028,2255,21291,0.889449643,5802.464525,7.622000000000001,4.622,3.2969999999999997,-0.703,-1.903,-3.903,2.126,-0.8740000000000001,0.782,0.782,0.716,-1.284,3.165,-0.835,0.993,0.993,"Census Tract 47.12, Clark County, Nevada"
1200,33,7,3,6,2,2,8,6,1,32003004713,4239,2255,1984,1514,2529,196,840,674,1301,1228,114,82,2249,2265,20938,0.694926356,6099.9269380000005,6.709,-0.29100000000000004,5.845,-2.155,2.559,-0.441,6.9110000000000005,0.9109999999999999,2.676,0.6759999999999999,2.062,0.062,7.35,1.35,1.7930000000000001,0.7929999999999999,"Census Tract 47.13, Clark County, Nevada"
1201,13,6,0,4,0,0,5,1,0,32003004714,6094,3028,3066,2133,3573,388,1137,996,1697,1876,194,194,3394,2831,23333,0.5336958860000001,11418.48786,4.399,-1.601,2.244,-2.7560000000000002,0.41600000000000004,0.41600000000000004,3.66,-0.34,-0.154,-0.154,1.2590000000000001,1.2590000000000001,4.0760000000000005,3.076,-0.607,-0.607,"Census Tract 47.14, Clark County, Nevada"
1202,39,7,2,10,4,0,14,17,0,32003004715,6269,2749,3520,2016,3774,479,854,1162,1718,2056,177,302,2897,3848,25132,0.5545589160000001,11304.47968,9.445,2.445,11.481,-2.519,-1.24,-3.24,11.907,1.9069999999999998,3.653,-0.34700000000000003,3.602,3.602,14.061,-2.9389999999999996,3.057,3.057,"Census Tract 47.15, Clark County, Nevada"
1203,5,1,0,0,0,0,2,0,2,32003004716,3275,1547,1728,1054,1995,226,509,545,942,1053,96,130,1525,1881,23853,0.350317824,9348.653628,2.991,1.9909999999999999,0.95,-1.05,-1.455,-1.455,0.052000000000000005,0.052000000000000005,-0.5429999999999999,-0.5429999999999999,1.05,1.05,1.925,1.925,0.47100000000000003,-1.5290000000000001,"Census Tract 47.16, Clark County, Nevada"
1204,2,0,0,1,0,0,0,2,0,32003004717,3040,1548,1492,915,1834,291,420,495,1027,807,101,190,1756,1345,25922,0.507386885,5991.483203,3.009,3.009,2.114,2.114,-1.263,-1.263,-0.711,-1.7109999999999999,-0.033,-0.033,-0.16699999999999998,-0.16699999999999998,0.226,-1.774,0.025,0.025,"Census Tract 47.17, Clark County, Nevada"
1205,20,2,2,1,0,1,3,10,0,32003004907,3847,2078,1769,977,2375,495,611,366,1232,1143,235,260,2392,1540,30011,1.061362401,3624.5866590000005,6.795,4.795,5.702999999999999,2.7030000000000003,-3.617,-5.617000000000001,2.727,1.7269999999999999,2.062,2.062,0.37,-0.63,2.048,-7.952000000000001,0.308,0.308,"Census Tract 49.07, Clark County, Nevada"
1206,27,11,3,5,0,4,5,6,2,32003004910,3019,1436,1583,694,2092,233,310,384,1018,1074,108,125,1015,2149,26802,0.23579181600000002,12803.66745,9.326,-1.6740000000000002,3.2689999999999997,-1.7309999999999999,3.157,0.157,5.6579999999999995,0.6579999999999999,0.87,0.87,3.2539999999999996,-0.746,5.287000000000001,-0.713,3.187,1.187,"Census Tract 49.10, Clark County, Nevada"
1207,6,3,0,0,0,0,0,1,0,32003004911,3781,1936,1845,775,2608,398,415,360,1366,1242,155,243,1635,2332,22477,0.40066052700000004,9436.916665,4.824,1.824,1.3619999999999999,1.3619999999999999,0.6940000000000001,0.6940000000000001,0.354,0.354,-0.711,-0.711,-0.39399999999999996,-0.39399999999999996,0.626,-0.374,1.4369999999999998,1.4369999999999998,"Census Tract 49.11, Clark County, Nevada"
1208,35,11,2,7,3,7,3,3,1,32003004912,5906,2836,3070,1626,3947,333,816,810,1870,2077,150,183,2212,4006,23305,0.538307104,10971.43239,11.98,0.98,4.248,1.248,5.452999999999999,3.4530000000000003,5.723,-1.2770000000000001,1.8969999999999998,-1.103,2.95,-4.05,5.754,2.7539999999999996,6.84,5.84,"Census Tract 49.12, Clark County, Nevada"
1209,20,8,1,3,0,1,9,1,0,32003004914,2656,1358,1298,592,1810,254,209,383,990,820,159,95,1974,697,29538,0.5176294029999999,5131.084097999999,3.7880000000000003,-4.212,1.3559999999999999,-7.644,3.548,2.548,4.268,1.268,1.139,1.139,1.014,0.013999999999999999,7.892,6.892,1.554,1.554,"Census Tract 49.14, Clark County, Nevada"
1210,11,2,1,2,0,2,6,1,1,32003004915,3336,1527,1809,843,2154,339,425,418,944,1210,158,181,2024,1508,25356,0.528058795,6317.478343,5.431,3.431,1.464,-4.5360000000000005,-1.9040000000000001,-2.904,2.519,0.519,0.551,0.551,1.324,-0.6759999999999999,4.843999999999999,3.844,2.031,1.031,"Census Tract 49.15, Clark County, Nevada"
1211,13,4,1,3,2,0,3,2,1,32003004916,2401,1153,1248,701,1536,164,343,358,714,822,96,68,1457,1167,28328,0.520895828,4609.366927,4.169,0.16899999999999998,2.59,-0.41,2.0269999999999997,1.0270000000000001,2.229,-0.7709999999999999,0.687,-1.3130000000000002,1.64,1.64,4.535,2.535,1.358,0.358,"Census Tract 49.16, Clark County, Nevada"
1212,14,6,3,4,2,1,7,1,0,32003004917,3292,1708,1584,736,2173,383,425,311,1126,1047,157,226,1634,1878,30026,0.48795861100000004,6746.473836,8.6,2.6,2.069,-4.931,1.946,-1.054,4.742,0.742,0.682,-1.318,2.191,1.1909999999999998,7.107,6.107,1.7409999999999999,1.7409999999999999,"Census Tract 49.17, Clark County, Nevada"
1213,1,0,0,0,0,0,0,1,0,32003004918,3774,1871,1903,906,2269,599,477,429,1117,1152,277,322,2377,1601,31221,0.519156437,7269.485128,3.748,3.748,0.701,0.701,-2.0469999999999997,-2.0469999999999997,-1.047,-1.047,-0.622,-0.622,0.402,0.402,1.1340000000000001,0.134,0.892,0.892,"Census Tract 49.18, Clark County, Nevada"
1214,1,0,0,0,0,0,0,1,0,32003004919,4110,1964,2146,1008,2652,450,458,550,1267,1385,239,211,2270,2271,31404,0.506552132,8113.676239,3.9130000000000003,3.9130000000000003,0.445,0.445,-1.886,-1.886,-1.7309999999999999,-1.7309999999999999,-0.706,-0.706,0.5820000000000001,0.5820000000000001,1.815,0.815,1.163,1.163,"Census Tract 49.19, Clark County, Nevada"
1215,31,16,3,5,2,1,3,3,4,32003004920,5476,2801,2675,1612,3461,403,883,729,1772,1689,146,257,3199,2472,20744,0.501733191,10914.16732,11.200999999999999,-4.7989999999999995,4.075,1.075,5.83,2.83,5.919,0.919,1.015,-0.985,3.875,2.875,3.298,0.298,1.285,-2.715,"Census Tract 49.20, Clark County, Nevada"
1216,34,9,5,8,2,3,6,10,2,32003004921,6562,3117,3445,1968,3981,613,869,1099,2080,1901,168,445,3728,2995,21911,0.5138456020000001,12770.37299,14.082,5.082,7.821000000000001,1.821,0.624,-4.376,7.332000000000001,-0.6679999999999999,2.072,0.07200000000000001,3.721,0.721,4.982,-5.018,2.068,0.068,"Census Tract 49.21, Clark County, Nevada"
1217,3,0,0,0,1,0,0,1,0,32003004923,4735,2324,2411,1317,2923,495,759,558,1416,1507,149,346,2293,2597,27699,0.40110994899999997,11804.74333,6.206,6.206,1.5659999999999998,1.5659999999999998,-2.84,-2.84,0.297,0.297,-0.867,-1.867,1.023,1.023,1.091,0.091,0.9540000000000001,0.9540000000000001,"Census Tract 49.23, Clark County, Nevada"
1218,42,18,2,10,4,7,2,8,5,32003004924,4435,2037,2398,1266,2691,478,604,662,1257,1434,176,302,1847,2874,25777,0.549631095,8069.0485739999995,10.85,-7.15,7.329,5.329,9.525,7.525,8.86,-1.14,2.169,-1.831,4.959,-2.041,5.3839999999999995,-2.616,7.824,2.824,"Census Tract 49.24, Clark County, Nevada"
1219,2,0,0,0,0,0,0,2,0,32003004925,6459,3205,3254,1888,4049,522,846,1042,2107,1942,252,270,2570,4162,28988,0.40309992,16023.32246,6.5520000000000005,6.5520000000000005,0.8190000000000001,0.8190000000000001,-2.6310000000000002,-2.6310000000000002,-2.498,-2.498,-1.305,-1.305,1.297,1.297,2.065,0.065,0.7070000000000001,0.7070000000000001,"Census Tract 49.25, Clark County, Nevada"
1220,4,2,1,0,0,0,0,2,0,32003004926,3412,1662,1750,928,2216,268,530,398,1008,1208,124,144,1374,2088,30138,0.523003945,6523.851360000001,5.523,3.523,1.426,1.426,-1.663,-2.6630000000000003,0.12,0.12,-0.095,-0.095,0.672,0.672,0.42,-1.58,0.005,0.005,"Census Tract 49.26, Clark County, Nevada"
1221,17,5,3,5,3,2,0,5,0,32003005005,4090,1965,2125,679,2215,1196,337,342,1048,1167,580,616,2484,1875,16964,0.508762953,8039.107355,9.452,4.452,5.263999999999999,5.263999999999999,2.548,-0.452,2.6519999999999997,-2.3480000000000003,0.377,-2.623,1.229,-0.7709999999999999,2.608,-2.392,3.194,3.194,"Census Tract 50.05, Clark County, Nevada"
1222,15,3,0,1,1,0,5,6,0,32003005006,4258,1659,2599,756,2398,1104,351,405,828,1570,480,624,2008,2477,19614,0.522354135,8151.557940000001,5.943,2.943,4.1530000000000005,-0.847,-3.763,-3.763,4.6080000000000005,3.608,0.772,-0.228,0.604,0.604,4.986000000000001,-1.014,3.042,3.042,"Census Tract 50.06, Clark County, Nevada"
1223,2,0,1,1,0,1,0,1,0,32003005007,2588,1208,1380,401,1490,697,215,186,685,805,308,389,1255,1492,29144,0.49721270700000003,5205.015806,4.774,4.774,1.114,1.114,-1.555,-2.555,-0.244,-1.244,-0.386,-0.386,0.268,-0.732,0.441,-0.5589999999999999,1.61,1.61,"Census Tract 50.07, Clark County, Nevada"
1224,39,6,4,8,2,2,14,9,0,32003005010,4803,2160,2643,1025,3104,674,317,708,1456,1648,387,287,2411,2827,18777,1.0858181120000001,4423.392783,10.616,4.6160000000000005,6.305,-7.695,-0.7929999999999999,-4.793,8.173,0.17300000000000001,3.898,1.8980000000000001,2.187,0.187,12.958,3.958,3.005,3.005,"Census Tract 50.10, Clark County, Nevada"
1225,8,2,1,1,0,0,3,2,0,32003005011,3740,1976,1764,924,2434,382,502,422,1263,1171,211,171,1262,2694,22951,0.361681969,10340.5763,5.5520000000000005,3.552,1.751,-1.249,-1.065,-2.065,0.392,-0.608,-0.332,-0.332,0.7340000000000001,0.7340000000000001,3.603,1.6030000000000002,0.10300000000000001,0.10300000000000001,"Census Tract 50.11, Clark County, Nevada"
1226,16,0,1,1,0,2,4,9,0,32003005012,2800,1361,1439,541,1721,538,262,279,836,885,263,275,1745,1216,28636,0.361197411,7751.993549,4.912,4.912,4.996,0.996,-3.7680000000000002,-4.768,2.8739999999999997,1.874,1.4340000000000002,1.4340000000000002,0.615,-1.385,4.02,-4.98,2.562,2.562,"Census Tract 50.12, Clark County, Nevada"
1227,3,0,0,2,0,1,0,2,2,32003005013,4599,2043,2556,1441,2867,291,675,766,1273,1594,95,196,1487,3358,29697,0.864626363,5319.060576,4.671,4.671,1.79,1.79,-2.949,-2.949,0.012,-1.9880000000000002,-0.419,-0.419,0.981,-0.019,0.733,-1.2670000000000001,1.3630000000000002,-0.637,"Census Tract 50.13, Clark County, Nevada"
1228,33,20,11,1,3,2,0,2,0,32003005014,5300,2520,2780,1543,3222,535,839,704,1361,1861,320,215,2255,3171,23575,0.497938579,10643.88304,17.685,-2.315,2.1319999999999997,2.1319999999999997,9.19,-1.81,5.324,4.324,1.511,-1.489,4.272,2.272,1.357,-0.643,-0.337,-0.337,"Census Tract 50.14, Clark County, Nevada"
1229,3,0,0,0,2,0,0,0,0,32003005015,4773,2455,2318,919,2632,1222,617,302,1234,1398,604,618,2360,2694,28237,1.322925764,3607.912197,4.624,4.624,1.386,1.386,-1.432,-1.432,-0.408,-0.408,0.095,-1.905,0.9129999999999999,0.9129999999999999,2.246,2.246,1.501,1.501,"Census Tract 50.15, Clark County, Nevada"
1230,34,3,6,9,10,2,10,5,2,32003005016,5409,2645,2764,991,3472,946,507,484,1731,1741,407,539,2829,2950,28353,2.81250712,1923.195132,17.739,14.739,7.945,-2.055,1.379,-4.621,7.789,-1.2109999999999999,3.5039999999999996,-6.496,4.755,2.755,14.399000000000001,9.399,5.882999999999999,3.883,"Census Tract 50.16, Clark County, Nevada"
1231,4,0,0,0,1,0,2,1,0,32003005017,6345,3053,3292,1862,3967,516,800,1062,1981,1986,272,244,2666,4093,35805,0.515502366,12308.38191,4.31,4.31,0.331,-1.669,-1.633,-1.633,-0.6779999999999999,-0.6779999999999999,-0.667,-1.6669999999999998,1.454,1.454,4.627,3.627,1.766,1.766,"Census Tract 50.17, Clark County, Nevada"
1232,158,31,16,29,13,23,19,33,24,32003005101,8481,4261,4220,2062,5487,932,1133,929,2628,2859,500,432,4920,4230,27414,2.02668691,4184.662149,38.58,7.58,25.009,6.0089999999999995,11.241,-4.7589999999999995,28.608,-0.392,14.728,1.7280000000000002,18.57,-4.43,24.079,-8.921,19.98,-4.02,"Census Tract 51.01, Clark County, Nevada"
1233,52,10,3,4,3,9,5,8,14,32003005102,5361,2627,2734,1189,3524,648,696,493,1638,1886,293,355,4237,1334,33266,0.74391384,7206.479721,13.683,3.6830000000000003,5.58,0.58,-0.7120000000000001,-3.7119999999999997,6.75,2.75,4.371,1.371,8.007,-0.993,6.809,-1.1909999999999998,8.027000000000001,-5.973,"Census Tract 51.02, Clark County, Nevada"
1234,109,37,22,19,9,9,18,18,10,32003005103,5334,2737,2597,1128,3562,644,565,563,1855,1707,317,327,3299,2273,29373,0.768906619,6937.123275,38.062,1.062,12.710999999999999,-5.289,17.297,-4.703,20.055,1.055,9.658999999999999,0.659,14.817,5.817,20.076,2.076,5.755,-4.245,"Census Tract 51.03, Clark County, Nevada"
1235,14,5,1,4,1,3,1,2,1,32003005104,3101,1371,1730,516,2057,528,292,224,863,1194,216,312,2759,380,28841,0.421795373,7351.906165,8.095,3.095,1.962,0.9620000000000001,0.040999999999999995,-0.9590000000000001,2.1,-1.9,0.313,-0.687,2.0340000000000003,-0.966,2.287,0.287,2.9819999999999998,1.982,"Census Tract 51.04, Clark County, Nevada"
1236,917,213,78,312,68,72,203,160,63,32003005105,10006,4701,5305,2031,7013,962,1247,784,3049,3964,405,557,5607,5127,30185,7.076295032999999,1414.016792,199.798,-13.202,121.18799999999999,-81.812,83.527,5.527,191.993,-120.007,90.289,22.289,111.16799999999999,39.168,227.926,67.926,60.153999999999996,-2.846,"Census Tract 51.05, Clark County, Nevada"
1237,6,1,1,2,0,0,1,1,0,32003005106,3673,1679,1994,953,2361,359,475,478,1097,1264,107,252,2507,1288,30283,0.30585468600000004,12008.97083,5.638999999999999,4.638999999999999,0.9440000000000001,-0.055999999999999994,-2.292,-3.292,-0.374,-2.374,-0.562,-0.562,1.42,1.42,1.35,0.35,0.309,0.309,"Census Tract 51.06, Clark County, Nevada"
1238,4,0,0,1,1,0,0,2,0,32003005107,4186,1904,2282,821,2604,761,407,414,1189,1415,308,453,2892,1516,34407,0.530125986,7896.236201999999,5.319,5.319,1.419,1.419,-2.949,-2.949,-1.0,-2.0,-0.179,-1.179,1.5219999999999998,1.5219999999999998,1.6769999999999998,-0.32299999999999995,1.704,1.704,"Census Tract 51.07, Clark County, Nevada"
1239,150,29,11,34,10,28,21,27,25,32003005108,4561,2231,2330,752,3135,674,393,359,1629,1506,209,465,3244,1515,30195,0.557185183,8185.788382,34.984,5.984,21.713,0.713,11.697000000000001,0.6970000000000001,27.79,-6.21,12.547,2.5469999999999997,18.368,-9.632,23.634,-3.366,23.355,-1.645,"Census Tract 51.08, Clark County, Nevada"
1240,139,30,8,34,14,12,29,42,6,32003005109,7428,3629,3799,1519,5022,887,852,667,2429,2593,348,539,5315,2389,36250,1.36560125,5439.362334,31.835,1.835,29.32,0.32,8.228,0.228,33.625,-0.375,13.341,-0.659,13.37,1.37,32.91,-9.09,14.9,8.9,"Census Tract 51.09, Clark County, Nevada"
1241,132,42,21,27,4,12,14,13,19,32003005200,3993,2196,1797,815,2288,890,452,363,1293,995,451,439,2639,1587,18433,0.927930128,4303.125718,33.165,-8.835,10.887,-3.113,20.209,-0.7909999999999999,23.017,-3.983,9.537,5.537000000000001,14.583,2.583,12.5,-0.5,6.23,-12.77,"Census Tract 52, Clark County, Nevada"
1242,24,2,1,7,1,4,6,7,3,32003005311,2844,1352,1492,649,1793,402,356,293,853,940,143,259,2035,991,34225,0.252430502,11266.46729,7.528,5.528,4.71,-1.29,-2.5789999999999997,-3.5789999999999997,4.363,-2.637,1.4669999999999999,0.467,3.5460000000000003,-0.45399999999999996,6.407,-0.593,3.92,0.92,"Census Tract 53.11, Clark County, Nevada"
1243,43,4,2,3,4,2,8,5,26,32003005312,2518,1137,1381,530,1610,378,171,359,753,857,213,165,1943,844,38917,0.38058862,6616.067506,9.357999999999999,5.358,3.511,-4.489,-3.6189999999999998,-5.619,2.374,-0.626,3.303,-0.6970000000000001,12.717,10.717,10.985999999999999,5.986000000000001,4.122,-21.878,"Census Tract 53.12, Clark County, Nevada"
1244,9,1,0,0,1,0,1,5,2,32003005313,5399,2858,2541,1074,3173,1152,728,346,1677,1496,453,699,4173,1697,40061,0.825770586,6538.1355189999995,5.278,4.2780000000000005,2.7960000000000003,1.796,-3.988,-3.988,0.115,0.115,0.5720000000000001,-0.428,2.725,2.725,2.353,-2.647,2.474,0.474,"Census Tract 53.13, Clark County, Nevada"
1245,7,0,0,0,3,0,1,2,0,32003005314,2802,1505,1297,525,1741,536,323,202,891,850,291,245,2317,569,41610,0.49626714299999997,5646.15256,4.5169999999999995,4.5169999999999995,1.5719999999999998,0.5720000000000001,-0.14300000000000002,-0.14300000000000002,-0.369,-0.369,0.608,-2.392,1.715,1.715,4.3919999999999995,2.392,1.891,1.891,"Census Tract 53.14, Clark County, Nevada"
1246,55,14,2,12,5,0,3,12,12,32003005315,6254,3092,3162,1081,4117,1056,572,509,2104,2013,416,640,4985,1778,40011,1.4217706190000001,4398.740496,16.587,2.5869999999999997,7.771,4.771,0.7829999999999999,-1.217,6.622000000000001,-5.377999999999999,4.613,-0.387,7.6370000000000005,7.6370000000000005,8.137,-3.863,4.655,-7.345,"Census Tract 53.15, Clark County, Nevada"
1247,65,14,6,14,2,10,6,17,14,32003005316,4473,2378,2095,969,2658,846,533,436,1413,1245,432,414,3124,1627,32029,0.539285101,8294.314065999999,15.76,1.76,10.602,4.602,2.855,-3.145,9.705,-4.295,4.955,2.955,9.215,-0.785,7.539,-9.461,8.16,-5.84,"Census Tract 53.16, Clark County, Nevada"
1248,171,24,9,8,14,14,15,40,61,32003005317,5219,2842,2377,858,3223,1138,430,428,1863,1360,549,589,4135,1310,40588,1.018861048,5122.386425,28.131,4.131,24.965999999999998,9.966000000000001,-2.048,-11.048,19.065,11.065,14.623,0.623,28.375999999999998,14.376,22.855,-17.145,17.602999999999998,-43.397,"Census Tract 53.17, Clark County, Nevada"
1249,64,5,3,5,6,5,9,32,1,32003005318,3265,1732,1533,674,2010,581,432,242,1001,1009,299,282,2461,939,45452,0.630315635,5179.94449,11.364,6.364,17.559,8.559,-3.114,-6.114,12.55,7.55,7.615,1.615,3.957,-1.043,11.707,-20.293,7.504,6.504,"Census Tract 53.18, Clark County, Nevada"
1250,114,26,12,18,12,19,13,18,40,32003005319,2626,1312,1314,661,1616,349,386,275,792,824,134,215,1818,863,35050,0.556606416,4717.875906,27.641,1.641,15.618,2.6180000000000003,10.884,-1.1159999999999999,20.521,2.521,9.211,-2.7889999999999997,22.675,3.675,18.808,0.8079999999999999,16.611,-23.389,"Census Tract 53.19, Clark County, Nevada"
1251,12,2,0,2,0,1,4,0,6,32003005320,2818,1151,1667,470,1998,350,179,291,879,1119,93,257,2528,327,30987,0.3430842,8213.727115000002,6.36,4.36,0.53,-3.47,-3.833,-3.833,0.207,-1.7930000000000001,0.235,0.235,3.1319999999999997,2.1319999999999997,3.6260000000000003,3.6260000000000003,1.9980000000000002,-4.002,"Census Tract 53.20, Clark County, Nevada"
1252,106,27,6,13,6,18,11,18,22,32003005321,3762,1771,1991,707,2529,526,302,405,1216,1313,253,273,2723,1232,39185,0.614754173,6119.519253,19.852,-7.148,12.239,1.239,9.992,3.992,17.247,4.247,9.454,3.4539999999999997,14.055,-3.945,13.968,-4.032,15.815,-6.185,"Census Tract 53.21, Clark County, Nevada"
1253,259,99,32,47,16,55,23,26,28,32003005322,1422,752,670,284,896,242,160,124,467,429,125,117,1214,250,40050,0.840613125,1691.622409,64.91199999999999,-34.088,22.381,-0.619,59.582,27.581999999999997,66.157,19.157,21.1,5.1,29.59,-25.41,27.494,1.494,45.848,17.848,"Census Tract 53.22, Clark County, Nevada"
1254,73,14,12,11,11,24,7,14,6,32003005333,3019,1479,1540,650,1943,426,343,307,903,1040,233,193,2325,783,47200,0.539781242,5593.006504999999,23.94,9.94,11.154000000000002,4.154,12.878,0.878,17.663,6.662999999999999,7.36,-3.64,9.719,-14.280999999999999,12.526,-1.474,19.881,13.880999999999998,"Census Tract 53.33, Clark County, Nevada"
